,year,week,variable,value,year_week
618,2019,32,T_max,31.541666666666668,2019-06
619,2019,32,T_mean,29.066666666666666,2019-07
620,2019,32,T_min,27.075000000000003,2019-07
621,2019,33,T_max,30.55714285714286,2019-07
622,2019,33,T_mean,27.314285714285713,2019-07
623,2019,33,T_min,25.17142857142857,2019-08
624,2019,34,T_max,31.25,2019-08
625,2019,34,T_mean,27.17142857142857,2019-08
626,2019,34,T_min,24.721428571428568,2019-09
627,2019,35,T_max,31.24285714285714,2019-09
628,2019,35,T_mean,28.357142857142858,2019-12
629,2019,35,T_min,25.50952380952381,2019-14
630,2019,36,T_max,29.642857142857142,2019-14
631,2019,36,T_mean,26.714285714285715,2019-14
632,2019,36,T_min,24.226190476190478,2019-14
633,2019,37,T_max,29.707142857142856,2019-14
634,2019,37,T_mean,26.728571428571428,2019-14
635,2019,37,T_min,24.314285714285717,2019-15
636,2019,38,T_max,32.46666666666667,2019-15
637,2019,38,T_mean,28.600000000000005,2019-16
638,2019,38,T_min,24.533333333333335,2019-16
639,2019,39,T_max,32.199999999999996,2019-17
640,2019,39,T_mean,27.62857142857143,2019-19
641,2019,39,T_min,24.092857142857145,2019-19
642,2019,40,T_max,32.800000000000004,2019-19
643,2019,40,T_mean,28.766666666666666,2019-19
644,2019,40,T_min,23.96666666666667,2019-20
645,2019,41,T_max,32.6,2019-20
646,2019,41,T_mean,28.166666666666668,2019-20
647,2019,41,T_min,24.23333333333333,2019-20
648,2019,42,T_max,32.285714285714285,2019-20
649,2019,42,T_mean,28.02857142857143,2019-21
650,2019,42,T_min,23.87857142857143,2019-21
651,2019,43,T_max,31.114285714285717,2019-21
652,2019,43,T_mean,27.557142857142853,2019-21
653,2019,43,T_min,24.578571428571426,2019-21
654,2019,44,T_max,31.96,2019-22
655,2019,44,T_mean,27.9,2019-22
656,2019,44,T_min,24.419999999999998,2019-22
657,2019,45,T_max,30.96666666666667,2019-23
658,2019,45,T_mean,27.2,2019-23
659,2019,45,T_min,23.8,2019-23
660,2019,46,T_max,30.866666666666664,2019-23
661,2019,46,T_mean,27.0,2019-23
662,2019,46,T_min,23.71666666666667,2019-23
663,2019,47,T_max,31.46,2019-23
664,2019,47,T_mean,27.079999999999995,2019-24
665,2019,47,T_min,23.669999999999998,2019-24
666,2019,48,T_max,31.625,2019-24
667,2019,48,T_mean,27.175,2019-24
668,2019,48,T_min,23.7875,2019-24
669,2019,49,T_max,31.5,2019-24
670,2019,49,T_mean,27.1,2019-24
671,2019,49,T_min,23.0,2019-25
672,2019,50,T_max,33.0,2019-25
673,2019,50,T_mean,26.7,2019-26
674,2019,50,T_min,21.950000000000003,2019-26
675,2019,51,T_max,32.8,2019-26
676,2019,51,T_mean,26.0,2019-26
677,2019,51,T_min,21.8,2019-27
678,2020,0,T_max,30.633333333333336,2020-27
679,2020,0,T_mean,26.399999999999995,2020-27
680,2020,0,T_min,22.8,2020-27
681,2020,1,T_max,30.9,2020-27
682,2020,1,T_mean,27.4,2020-27
683,2020,1,T_min,22.0,2020-27
684,2020,2,T_max,30.600000000000005,2020-28
685,2020,2,T_mean,26.233333333333334,2020-28
686,2020,2,T_min,22.433333333333337,2020-28
687,2020,3,T_max,30.6,2020-28
688,2020,3,T_mean,26.950000000000003,2020-28
689,2020,3,T_min,22.65,2020-28
690,2020,4,T_max,31.2,2020-28
691,2020,4,T_mean,26.05,2020-29
692,2020,4,T_min,20.225,2020-29
693,2020,5,T_max,29.099999999999998,2020-29
694,2020,5,T_mean,25.099999999999998,2020-29
695,2020,5,T_min,19.25,2020-29
696,2020,7,T_max,31.6,2020-29
697,2020,7,T_mean,26.9,2020-29
698,2020,7,T_min,21.866666666666667,2020-30
699,2020,8,T_max,31.8,2020-30
700,2020,8,T_mean,27.3,2020-30
701,2020,8,T_min,22.4,2020-30
702,2020,9,T_max,32.2,2020-30
703,2020,9,T_mean,27.5,2020-30
704,2020,9,T_min,21.5,2020-30
705,2020,10,T_max,33.6,2020-31
706,2020,10,T_mean,29.2,2020-31
707,2020,10,T_min,25.33333333333333,2020-31
708,2020,11,T_max,32.6,2020-31
709,2020,11,T_mean,28.35,2020-31
710,2020,11,T_min,24.0,2020-31
711,2020,13,T_max,35.0,2020-31
712,2020,13,T_mean,29.8,2020-32
713,2020,13,T_min,23.0,2020-32
714,2020,14,T_max,33.333333333333336,2020-32
715,2020,14,T_mean,29.266666666666666,2020-32
716,2020,14,T_min,25.316666666666663,2020-32
717,2020,15,T_max,33.34285714285715,2020-32
718,2020,15,T_mean,28.85714285714286,2020-32
719,2020,15,T_min,24.621428571428574,2020-33
720,2020,16,T_max,35.0,2020-33
721,2020,16,T_mean,30.9,2020-33
722,2020,16,T_min,24.6,2020-33
723,2020,17,T_max,34.13333333333333,2020-33
724,2020,17,T_mean,29.8,2020-33
725,2020,17,T_min,24.566666666666666,2020-33
726,2020,18,T_max,36.9,2020-34
727,2020,18,T_mean,30.9,2020-34
728,2020,18,T_min,25.950000000000003,2020-34
729,2020,19,T_max,33.17999999999999,2020-34
730,2020,19,T_mean,28.880000000000003,2020-34
731,2020,19,T_min,25.22,2020-34
732,2020,20,T_max,34.53333333333333,2020-34
733,2020,20,T_mean,30.566666666666663,2020-35
734,2020,20,T_min,26.53333333333333,2020-35
735,2020,21,T_max,35.6,2020-36
736,2020,21,T_mean,30.6,2020-36
737,2020,21,T_min,25.4,2020-36
738,2020,23,T_max,32.5,2020-36
739,2020,23,T_mean,28.4,2020-36
740,2020,23,T_min,25.2125,2020-36
741,2020,24,T_max,32.475,2020-36
742,2020,24,T_mean,28.725,2020-37
743,2020,24,T_min,25.24166666666667,2020-37
744,2020,25,T_max,31.8,2020-37
745,2020,25,T_mean,27.3,2020-37
746,2020,25,T_min,25.55,2020-37
747,2020,26,T_max,33.4,2020-37
748,2020,26,T_mean,28.566666666666666,2020-37
749,2020,26,T_min,25.45,2020-39
750,2020,27,T_max,33.24285714285715,2020-39
751,2020,27,T_mean,28.87142857142857,2020-39
752,2020,27,T_min,25.00714285714286,2020-39
753,2020,28,T_max,32.957142857142856,2020-41
754,2020,28,T_mean,29.157142857142855,2020-42
755,2020,28,T_min,24.728571428571428,2020-42
756,2020,29,T_max,33.38571428571428,2020-42
757,2020,29,T_mean,28.057142857142857,2020-42
758,2020,29,T_min,24.25,2020-42
759,2020,30,T_max,31.0,2020-42
760,2020,30,T_mean,27.41428571428571,2020-42
761,2020,30,T_min,24.942857142857143,2020-43
762,2020,31,T_max,31.764285714285716,2020-44
763,2020,31,T_mean,27.52857142857143,2020-44
764,2020,31,T_min,24.41428571428571,2020-44
765,2020,32,T_max,32.1,2020-44
766,2020,32,T_mean,27.557142857142853,2020-45
767,2020,32,T_min,24.342857142857145,2020-45
768,2020,33,T_max,31.214285714285715,2020-45
769,2020,33,T_mean,27.871428571428574,2020-45
770,2020,33,T_min,24.685714285714287,2020-45
771,2020,34,T_max,32.6,2020-46
772,2020,34,T_mean,29.9,2020-47
773,2020,34,T_min,26.2,2020-48
774,2020,35,T_max,33.38,2020-48
775,2020,35,T_mean,29.5,2020-48
776,2020,35,T_min,24.95,2020-49
777,2020,36,T_max,32.65714285714286,2020-49
778,2020,36,T_mean,28.14285714285714,2020-49
779,2020,36,T_min,24.7,2020-49
780,2020,37,T_max,31.814285714285713,2020-49
781,2020,37,T_mean,27.685714285714283,2020-49
782,2020,37,T_min,24.55,2020-49
783,2020,38,T_max,32.91428571428572,2020-50
784,2020,38,T_mean,28.45714285714286,2020-50
785,2020,38,T_min,24.678571428571427,2020-50
786,2020,39,T_max,32.74285714285715,2020-50
787,2020,39,T_mean,28.185714285714283,2020-51
788,2020,39,T_min,24.942857142857147,2020-51
789,2020,40,T_max,29.72857142857143,2020-51
790,2020,40,T_mean,26.95714285714286,2020-51
791,2020,40,T_min,24.52142857142857,2020-51
792,2020,41,T_max,29.621428571428567,2020-52
793,2020,41,T_mean,26.54285714285714,2020-52
794,2020,41,T_min,24.22142857142857,2020-52
795,2020,42,T_max,31.75714285714286,2020-52
796,2020,42,T_mean,27.571428571428577,2020-52
797,2020,42,T_min,25.357142857142858,2020-52
798,2020,43,T_max,31.342857142857145,2020-52
799,2020,43,T_mean,27.142857142857142,2020-53
800,2020,43,T_min,24.164285714285715,2020-00
801,2020,44,T_max,30.685714285714287,2020-00
802,2020,44,T_mean,27.157142857142855,2020-00
803,2020,44,T_min,23.74285714285714,2020-00
804,2020,45,T_max,30.37142857142857,2020-04
805,2020,45,T_mean,27.200000000000006,2020-04
806,2020,45,T_min,24.574999999999996,2020-04
807,2020,46,T_max,32.142857142857146,2020-05
808,2020,46,T_mean,27.457142857142856,2020-05
809,2020,46,T_min,23.660714285714285,2020-08
810,2020,47,T_max,31.8,2020-14
811,2020,47,T_mean,26.4,2020-18
812,2020,47,T_min,22.525,2020-18
813,2020,48,T_max,31.3,2020-18
814,2020,48,T_mean,27.85,2020-18
815,2020,48,T_min,25.299999999999997,2020-18
816,2020,49,T_max,30.171428571428574,2020-18
817,2020,49,T_mean,26.814285714285713,2020-19
818,2020,49,T_min,24.064285714285713,2020-19
819,2020,50,T_max,29.985714285714288,2020-19
820,2020,50,T_mean,26.628571428571433,2020-20
821,2020,50,T_min,23.47142857142857,2020-20
822,2020,51,T_max,30.1,2020-20
823,2020,51,T_mean,26.799999999999997,2020-20
824,2020,51,T_min,23.8,2020-20
825,2021,0,T_max,28.533333333333335,2021-20
826,2021,0,T_mean,25.599999999999998,2021-20
827,2021,0,T_min,23.233333333333334,2021-21
828,2021,1,T_max,30.142857142857146,2021-21
829,2021,1,T_mean,26.12142857142857,2021-21
830,2021,1,T_min,22.771428571428572,2021-21
831,2021,2,T_max,29.285714285714285,2021-21
832,2021,2,T_mean,25.671428571428574,2021-22
833,2021,2,T_min,22.48571428571429,2021-22
834,2021,3,T_max,29.771428571428572,2021-22
835,2021,3,T_mean,26.17142857142857,2021-22
836,2021,3,T_min,23.814285714285713,2021-23
837,2021,4,T_max,29.54285714285714,2021-23
838,2021,4,T_mean,25.54285714285714,2021-23
839,2021,4,T_min,22.485714285714288,2021-24
840,2021,5,T_max,30.41428571428571,2021-24
841,2021,5,T_mean,25.78571428571429,2021-25
842,2021,5,T_min,22.17142857142857,2021-25
843,2021,6,T_max,29.514285714285716,2021-26
844,2021,6,T_mean,25.942857142857143,2021-26
845,2021,6,T_min,23.342857142857145,2021-26
846,2021,7,T_max,28.78571428571429,2021-26
847,2021,7,T_mean,25.1,2021-27
848,2021,7,T_min,21.771428571428572,2021-27
849,2021,8,T_max,31.557142857142857,2021-27
850,2021,8,T_mean,26.814285714285713,2021-27
851,2021,8,T_min,23.22857142857143,2021-27
852,2021,9,T_max,31.55714285714286,2021-27
853,2021,9,T_mean,27.278571428571432,2021-28
854,2021,9,T_min,23.314285714285713,2021-28
855,2021,10,T_max,31.142857142857142,2021-28
856,2021,10,T_mean,26.95,2021-28
857,2021,10,T_min,23.25714285714286,2021-28
858,2021,11,T_max,32.385714285714286,2021-28
859,2021,11,T_mean,27.66428571428571,2021-28
860,2021,11,T_min,24.342857142857138,2021-29
861,2021,12,T_max,32.31428571428571,2021-29
862,2021,12,T_mean,27.80714285714286,2021-29
863,2021,12,T_min,24.04285714285714,2021-29
864,2021,13,T_max,34.01428571428572,2021-29
865,2021,13,T_mean,28.650000000000002,2021-29
866,2021,13,T_min,23.199999999999996,2021-29
867,2021,14,T_max,32.871428571428574,2021-30
868,2021,14,T_mean,28.07857142857143,2021-30
869,2021,14,T_min,24.5,2021-30
870,2021,15,T_max,32.67142857142857,2021-30
871,2021,15,T_mean,28.25,2021-30
872,2021,15,T_min,24.21428571428571,2021-30
873,2021,16,T_max,32.44285714285714,2021-30
874,2021,16,T_mean,28.599999999999998,2021-31
875,2021,16,T_min,25.285714285714285,2021-31
876,2021,17,T_max,32.714285714285715,2021-31
877,2021,17,T_mean,28.25,2021-31
878,2021,17,T_min,24.514285714285716,2021-31
879,2021,18,T_max,34.785714285714285,2021-31
880,2021,18,T_mean,29.635714285714283,2021-31
881,2021,18,T_min,25.085714285714285,2021-32
882,2021,19,T_max,35.41428571428572,2021-32
883,2021,19,T_mean,30.150000000000002,2021-32
884,2021,19,T_min,26.485714285714284,2021-32
885,2021,20,T_max,35.31428571428571,2021-32
886,2021,20,T_mean,29.857142857142858,2021-32
887,2021,20,T_min,26.17142857142857,2021-33
888,2021,21,T_max,34.91428571428572,2021-33
889,2021,21,T_mean,29.75,2021-33
890,2021,21,T_min,25.942857142857143,2021-33
891,2021,22,T_max,32.08571428571429,2021-33
892,2021,22,T_mean,29.2,2021-33
893,2021,22,T_min,26.671428571428574,2021-33
894,2021,23,T_max,31.82857142857143,2021-34
895,2021,23,T_mean,27.557142857142857,2021-34
896,2021,23,T_min,25.314285714285713,2021-34
897,2021,24,T_max,33.28571428571429,2021-34
898,2021,24,T_mean,29.214285714285715,2021-34
899,2021,24,T_min,26.485714285714288,2021-34
900,2021,25,T_max,31.97142857142858,2021-34
901,2021,25,T_mean,28.042857142857144,2021-35
902,2021,25,T_min,25.3,2021-35
903,2021,26,T_max,32.67142857142857,2021-35
904,2021,26,T_mean,28.235714285714284,2021-35
905,2021,26,T_min,25.24285714285714,2021-35
906,2021,27,T_max,31.82857142857143,2021-35
907,2021,27,T_mean,28.392857142857142,2021-35
908,2021,27,T_min,25.314285714285713,2021-36
909,2021,28,T_max,31.900000000000002,2021-36
910,2021,28,T_mean,27.864285714285717,2021-36
911,2021,28,T_min,25.38571428571429,2021-36
912,2021,29,T_max,28.2,2021-36
913,2021,29,T_mean,26.57857142857143,2021-36
914,2021,29,T_min,25.32857142857143,2021-36
915,2021,30,T_max,29.97142857142857,2021-37
916,2021,30,T_mean,27.642857142857142,2021-37
917,2021,30,T_min,25.814285714285713,2021-37
918,2021,31,T_max,31.185714285714283,2021-37
919,2021,31,T_mean,28.457142857142856,2021-37
920,2021,31,T_min,26.428571428571434,2021-37
921,2021,32,T_max,31.528571428571432,2021-37
922,2021,32,T_mean,27.550000000000004,2021-38
923,2021,32,T_min,25.02857142857143,2021-38
924,2021,33,T_max,32.699999999999996,2021-38
925,2021,33,T_mean,27.571428571428577,2021-38
926,2021,33,T_min,24.585714285714285,2021-38
927,2021,34,T_max,31.028571428571432,2021-38
928,2021,34,T_mean,26.921428571428574,2021-39
929,2021,34,T_min,24.47142857142857,2021-39
930,2021,35,T_max,31.842857142857138,2021-39
931,2021,35,T_mean,27.521428571428572,2021-39
932,2021,35,T_min,24.45714285714286,2021-39
933,2021,36,T_max,29.6,2021-39
934,2021,36,T_mean,26.642857142857142,2021-39
935,2021,36,T_min,24.885714285714283,2021-40
936,2021,37,T_max,31.728571428571424,2021-40
937,2021,37,T_mean,27.478571428571428,2021-40
938,2021,37,T_min,24.700000000000006,2021-41
939,2021,38,T_max,32.4,2021-41
940,2021,38,T_mean,27.87857142857143,2021-41
941,2021,38,T_min,24.8,2021-42
942,2021,39,T_max,31.642857142857142,2021-42
943,2021,39,T_mean,27.842857142857145,2021-42
944,2021,39,T_min,25.5,2021-42
945,2021,40,T_max,31.32857142857143,2021-42
946,2021,40,T_mean,27.55,2021-42
947,2021,40,T_min,25.042857142857144,2021-42
948,2021,41,T_max,31.471428571428568,2021-43
949,2021,41,T_mean,27.464285714285715,2021-43
950,2021,41,T_min,24.957142857142856,2021-43
951,2021,42,T_max,31.457142857142856,2021-43
952,2021,42,T_mean,27.314285714285717,2021-43
953,2021,42,T_min,24.242857142857144,2021-43
954,2021,43,T_max,31.32857142857143,2021-43
955,2021,43,T_mean,27.35,2021-44
956,2021,43,T_min,23.771428571428572,2021-44
957,2021,44,T_max,33.4,2021-44
958,2021,44,T_mean,28.349999999999998,2021-44
959,2021,44,T_min,24.585714285714285,2021-44
960,2021,45,T_max,32.18571428571428,2021-45
961,2021,45,T_mean,28.085714285714282,2021-45
962,2021,45,T_min,24.5,2021-45
963,2021,46,T_max,32.07142857142857,2021-46
964,2021,46,T_mean,27.921428571428574,2021-46
965,2021,46,T_min,24.614285714285717,2021-46
966,2021,47,T_max,31.299999999999997,2021-47
967,2021,47,T_mean,27.483333333333334,2021-47
968,2021,47,T_min,24.633333333333336,2021-47
